URG;Escola;Descricao;2022;2023;2024;2025;Total
URG V-KM 32;E M ERYK DA CRUZ LAIA;EXAMES;0;108;39;24;171
URG V-KM 32;E M JOSE REIS;ALUNOS CADASTRADOS;506;468;480;470;1924
URG V-KM 32;E M JOSE REIS;ALUNOS ATENDIDOS;0;396;393;434;1223
URG V-KM 32;E M JOSE REIS;AVAL. PROFESSORES;0;378;370;431;1179
URG V-KM 32;E M JOSE REIS;AVAL. PSCÓLOGOS;0;366;144;70;580
URG V-KM 32;E M JOSE REIS;AVAL. ASSIST. SOCIAIS;0;378;356;305;1039
URG V-KM 32;E M JOSE REIS;AVAL. ENFERMAGEM;0;375;355;318;1048
URG V-KM 32;E M JOSE REIS;AVAL. MÉDICAS;0;202;157;80;439
URG V-KM 32;E M JOSE REIS;ALUNOS VACINADOS;0;153;102;78;333
URG V-KM 32;E M JOSE REIS;VACINAS APLICADAS;0;176;134;89;399
URG V-KM 32;E M JOSE REIS;ENCAMINHAMENTOS;0;11;27;66;104
URG V-KM 32;E M JOSE REIS;EXAMES;0;17;21;47;85
URG V-KM 32;E M PERA FLOR;ALUNOS CADASTRADOS;980;947;917;947;3791
URG V-KM 32;E M PERA FLOR;ALUNOS ATENDIDOS;0;811;769;860;2440
URG V-KM 32;E M PERA FLOR;AVAL. PROFESSORES;0;728;663;792;2183
URG V-KM 32;E M PERA FLOR;AVAL. PSCÓLOGOS;0;656;587;52;1295
URG V-KM 32;E M PERA FLOR;AVAL. ASSIST. SOCIAIS;0;673;669;715;2057
URG V-KM 32;E M PERA FLOR;AVAL. ENFERMAGEM;0;707;712;720;2139
URG V-KM 32;E M PERA FLOR;AVAL. MÉDICAS;0;516;365;350;1231
URG V-KM 32;E M PERA FLOR;ALUNOS VACINADOS;0;327;223;240;790
URG V-KM 32;E M PERA FLOR;VACINAS APLICADAS;0;371;267;301;939
URG V-KM 32;E M PERA FLOR;ENCAMINHAMENTOS;0;152;109;103;364
URG V-KM 32;E M PERA FLOR;EXAMES;0;155;98;78;331
URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;ALUNOS CADASTRADOS;367;348;355;349;1419
URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;ALUNOS ATENDIDOS;0;297;253;285;835
URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;AVAL. PROFESSORES;0;280;214;274;768
URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;AVAL. PSCÓLOGOS;0;267;6;0;273
URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;AVAL. ASSIST. SOCIAIS;0;274;230;263;767
URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;AVAL. ENFERMAGEM;0;271;232;264;767
URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;AVAL. MÉDICAS;0;109;108;114;331
URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;ALUNOS VACINADOS;0;102;84;69;255
URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;VACINAS APLICADAS;0;112;108;77;297
URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;ENCAMINHAMENTOS;0;0;64;46;110
URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;EXAMES;0;0;46;38;84
URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;ALUNOS CADASTRADOS;363;358;394;470;1585
URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;ALUNOS ATENDIDOS;0;298;351;357;1006
URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;AVAL. PROFESSORES;0;275;322;328;925
URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;AVAL. PSCÓLOGOS;0;270;181;28;479
URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;AVAL. ASSIST. SOCIAIS;0;270;291;298;859
URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;AVAL. ENFERMAGEM;0;281;291;318;890
URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;AVAL. MÉDICAS;0;179;220;208;607
URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;ALUNOS VACINADOS;0;148;82;134;364
URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;VACINAS APLICADAS;0;170;85;149;404
URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;ENCAMINHAMENTOS;0;130;57;33;220
URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;EXAMES;0;100;65;62;227
URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;ALUNOS CADASTRADOS;621;613;608;632;2474
URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;ALUNOS ATENDIDOS;0;403;448;534;1385
URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;AVAL. PROFESSORES;0;360;382;465;1207
URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;AVAL. PSCÓLOGOS;0;357;11;28;396
URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;AVAL. ASSIST. SOCIAIS;0;347;347;427;1121
URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;AVAL. ENFERMAGEM;0;375;388;451;1214
URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;AVAL. MÉDICAS;0;132;194;144;470
URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;ALUNOS VACINADOS;0;152;113;108;373
URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;VACINAS APLICADAS;0;175;125;134;434
URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;ENCAMINHAMENTOS;0;108;25;93;226
URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;EXAMES;0;98;29;73;200
URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;ALUNOS CADASTRADOS;510;508;498;503;2019
URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;ALUNOS ATENDIDOS;0;438;412;481;1331
URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;AVAL. PROFESSORES;0;416;359;430;1205
URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;AVAL. PSCÓLOGOS;0;399;230;0;629
URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;AVAL. ASSIST. SOCIAIS;0;398;354;401;1153
URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;AVAL. ENFERMAGEM;0;375;365;416;1156
URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;AVAL. MÉDICAS;0;150;100;117;367
URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;ALUNOS VACINADOS;0;96;62;81;239
URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;VACINAS APLICADAS;0;102;68;101;271
URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;ENCAMINHAMENTOS;0;68;29;48;145
URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;EXAMES;0;42;34;30;106
URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;ALUNOS CADASTRADOS;489;513;521;546;2069
URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;ALUNOS ATENDIDOS;0;407;428;491;1326
URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;AVAL. PROFESSORES;0;269;409;439;1117
URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;AVAL. PSCÓLOGOS;0;335;197;57;589
URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;AVAL. ASSIST. SOCIAIS;0;319;311;412;1042
URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;AVAL. ENFERMAGEM;0;351;350;422;1123
URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;AVAL. MÉDICAS;0;176;203;172;551
URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;ALUNOS VACINADOS;0;129;123;78;330
URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;VACINAS APLICADAS;0;146;156;95;397
URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;ENCAMINHAMENTOS;0;80;53;57;190
URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;EXAMES;0;43;42;40;125
URG V-KM 32;E M SHANGRI LA;ALUNOS CADASTRADOS;360;358;326;325;1369
URG V-KM 32;E M SHANGRI LA;ALUNOS ATENDIDOS;0;307;270;264;841
URG V-KM 32;E M SHANGRI LA;AVAL. PROFESSORES;0;286;245;251;782
URG V-KM 32;E M SHANGRI LA;AVAL. PSCÓLOGOS;0;283;112;10;405
URG V-KM 32;E M SHANGRI LA;AVAL. ASSIST. SOCIAIS;0;285;223;197;705
URG V-KM 32;E M SHANGRI LA;AVAL. ENFERMAGEM;0;289;244;212;745
URG V-KM 32;E M SHANGRI LA;AVAL. MÉDICAS;0;211;120;81;412
URG V-KM 32;E M SHANGRI LA;ALUNOS VACINADOS;0;118;78;60;256
URG V-KM 32;E M SHANGRI LA;VACINAS APLICADAS;0;122;100;69;291
URG V-KM 32;E M SHANGRI LA;ENCAMINHAMENTOS;0;99;22;16;137
URG V-KM 32;E M SHANGRI LA;EXAMES;0;59;18;10;87
URG V-KM 32;E M VILA JOAO CORREA;ALUNOS CADASTRADOS;510;504;461;514;1989
URG V-KM 32;E M VILA JOAO CORREA;ALUNOS ATENDIDOS;0;444;389;457;1290
URG V-KM 32;E M VILA JOAO CORREA;AVAL. PROFESSORES;0;386;364;413;1163
URG V-KM 32;E M VILA JOAO CORREA;AVAL. PSCÓLOGOS;0;400;363;5;768
URG V-KM 32;E M VILA JOAO CORREA;AVAL. ASSIST. SOCIAIS;0;377;344;384;1105
URG V-KM 32;E M VILA JOAO CORREA;AVAL. ENFERMAGEM;0;412;368;419;1199
URG V-KM 32;E M VILA JOAO CORREA;AVAL. MÉDICAS;0;224;150;166;540
URG V-KM 32;E M VILA JOAO CORREA;ALUNOS VACINADOS;0;168;91;114;373
URG V-KM 32;E M VILA JOAO CORREA;VACINAS APLICADAS;0;194;115;153;462
URG V-KM 32;E M VILA JOAO CORREA;ENCAMINHAMENTOS;0;105;24;43;172
URG V-KM 32;E M VILA JOAO CORREA;EXAMES;0;82;24;51;157
URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;ALUNOS CADASTRADOS;108;109;110;106;433
URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;ALUNOS ATENDIDOS;0;92;81;66;239
URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;AVAL. PROFESSORES;0;87;78;59;224
URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;AVAL. PSCÓLOGOS;0;85;0;37;122
URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;AVAL. ASSIST. SOCIAIS;0;81;78;59;218
URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;AVAL. ENFERMAGEM;0;87;80;65;232
URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;AVAL. MÉDICAS;0;79;74;58;211
URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;ALUNOS VACINADOS;0;52;34;32;118
URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;VACINAS APLICADAS;0;67;44;48;159
URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;ENCAMINHAMENTOS;0;24;15;0;39
URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;EXAMES;0;11;30;0;41
URG V-KM 32;EMEI JARDIM EUROPA;ALUNOS CADASTRADOS;105;137;135;128;505
URG V-KM 32;EMEI JARDIM EUROPA;ALUNOS ATENDIDOS;0;99;99;53;251
URG V-KM 32;EMEI JARDIM EUROPA;AVAL. PROFESSORES;0;91;89;45;225
URG V-KM 32;EMEI JARDIM EUROPA;AVAL. PSCÓLOGOS;0;91;0;11;102
URG V-KM 32;EMEI JARDIM EUROPA;AVAL. ASSIST. SOCIAIS;0;88;86;36;210
URG V-KM 32;EMEI JARDIM EUROPA;AVAL. ENFERMAGEM;0;93;93;48;234
URG V-KM 32;EMEI JARDIM EUROPA;AVAL. MÉDICAS;0;59;84;43;186
URG V-KM 32;EMEI JARDIM EUROPA;ALUNOS VACINADOS;0;42;47;32;121
URG V-KM 32;EMEI JARDIM EUROPA;VACINAS APLICADAS;0;44;55;36;135
URG V-KM 32;EMEI JARDIM EUROPA;ENCAMINHAMENTOS;0;15;3;3;21
URG V-KM 32;EMEI JARDIM EUROPA;EXAMES;0;26;8;4;38
URG V-KM 32;EMEI NISIA SOUZA MARCONDES;ALUNOS CADASTRADOS;104;109;109;112;434
URG V-KM 32;EMEI NISIA SOUZA MARCONDES;ALUNOS ATENDIDOS;0;74;59;82;215
URG V-KM 32;EMEI NISIA SOUZA MARCONDES;AVAL. PROFESSORES;0;68;56;76;200
URG V-KM 32;EMEI NISIA SOUZA MARCONDES;AVAL. PSCÓLOGOS;0;69;51;0;120
URG V-KM 32;EMEI NISIA SOUZA MARCONDES;AVAL. ASSIST. SOCIAIS;0;68;52;70;190
URG V-KM 32;EMEI NISIA SOUZA MARCONDES;AVAL. ENFERMAGEM;0;67;58;78;203
URG V-KM 32;EMEI NISIA SOUZA MARCONDES;AVAL. MÉDICAS;0;15;43;49;107
URG V-KM 32;EMEI NISIA SOUZA MARCONDES;ALUNOS VACINADOS;0;32;22;35;89
URG V-KM 32;EMEI NISIA SOUZA MARCONDES;VACINAS APLICADAS;0;36;24;57;117
URG V-KM 32;EMEI NISIA SOUZA MARCONDES;ENCAMINHAMENTOS;0;10;18;24;52
URG V-KM 32;EMEI NISIA SOUZA MARCONDES;EXAMES;0;14;16;31;61
URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;ALUNOS CADASTRADOS;69;100;92;84;345
URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;ALUNOS ATENDIDOS;0;74;52;42;168
URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;AVAL. PROFESSORES;0;69;51;41;161
URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;AVAL. PSCÓLOGOS;0;69;4;0;73
URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;AVAL. ASSIST. SOCIAIS;0;70;42;27;139
URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;AVAL. ENFERMAGEM;0;71;47;30;148
URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;AVAL. MÉDICAS;0;62;41;29;132
URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;ALUNOS VACINADOS;0;43;18;14;75
URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;VACINAS APLICADAS;0;52;25;20;97
URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;ENCAMINHAMENTOS;0;8;33;11;52
URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;EXAMES;0;12;16;5;33
